date,month,month_num,year,quarter,region,store_name,product_name,category,quantity,unit_price,discount_pct,net_revenue,gross_profit
2023-09-29,September,9,2023,Q3,East,Montreal Hub,Laptop Stand Aluminum,Electronics,2,49.99,5,94.98,75.98
2023-07-25,July,7,2023,Q3,West,Vancouver Flagship,Yoga Mat Premium,Health,8,39.99,0,319.92,255.92
2023-05-28,May,5,2023,Q2,West,Vancouver Flagship,Yoga Mat Premium,Health,10,39.99,15,339.92,319.9
2023-04-19,April,4,2023,Q2,Online,Online Store,Bluetooth Speaker Mini,Electronics,5,69.99,0,349.95,249.95
2023-02-05,February,2,2023,Q1,East,Toronto Downtown,Office Chair Ergonomic,Furniture,10,249.99,15,2124.91,1649.9
2023-09-14,September,9,2023,Q3,East,Toronto Downtown,Bluetooth Speaker Mini,Electronics,8,69.99,0,559.92,399.92
2024-10-30,October,10,2024,Q4,East,Toronto Downtown,Wireless Headphones Pro,Electronics,7,129.99,0,909.93,594.93
2023-06-05,June,6,2023,Q2,East,Montreal Hub,Coffee Maker Deluxe,Appliances,10,119.99,0,1199.9,799.9
2024-06-11,June,6,2024,Q2,East,Montreal Hub,Bluetooth Speaker Mini,Electronics,7,69.99,5,465.43,349.93
2023-03-13,March,3,2023,Q1,East,Toronto Downtown,Protein Powder Vanilla,Health,7,54.99,15,327.19,258.93
2024-05-08,May,5,2024,Q2,Central,Saskatoon Outlet,Office Chair Ergonomic,Furniture,9,249.99,0,2249.91,1484.91
2023-12-08,December,12,2023,Q4,East,Montreal Hub,Running Shoes Men,Footwear,1,99.99,15,84.99,64.99
2024-10-24,October,10,2024,Q4,West,Calgary Centre,Office Chair Ergonomic,Furniture,9,249.99,20,1799.93,1484.91
2023-12-15,December,12,2023,Q4,East,Montreal Hub,Office Chair Ergonomic,Furniture,5,249.99,15,1062.46,824.95
2023-07-27,July,7,2023,Q3,Central,Saskatoon Outlet,Laptop Stand Aluminum,Electronics,1,49.99,5,47.49,37.99
2024-11-07,November,11,2024,Q4,West,Calgary Centre,Protein Powder Vanilla,Health,7,54.99,0,384.93,258.93
2024-10-07,October,10,2024,Q4,East,Montreal Hub,Coffee Maker Deluxe,Appliances,2,119.99,15,203.98,159.98
2024-03-24,March,3,2024,Q1,West,Vancouver Flagship,Protein Powder Vanilla,Health,1,54.99,0,54.99,36.99
2023-01-26,January,1,2023,Q1,East,Montreal Hub,Protein Powder Vanilla,Health,7,54.99,0,384.93,258.93
2024-07-07,July,7,2024,Q3,East,Montreal Hub,Running Shoes Men,Footwear,9,99.99,20,719.93,584.91
2024-04-05,April,4,2024,Q2,East,Toronto Downtown,Wireless Headphones Pro,Electronics,6,129.99,0,779.94,509.94
2023-12-12,December,12,2023,Q4,East,Montreal Hub,Wireless Headphones Pro,Electronics,2,129.99,0,259.98,169.98
2024-10-31,October,10,2024,Q4,Online,Online Store,Bluetooth Speaker Mini,Electronics,9,69.99,0,629.91,449.91
2024-08-16,August,8,2024,Q3,East,Toronto Downtown,Protein Powder Vanilla,Health,1,54.99,15,46.74,36.99
2023-05-25,May,5,2023,Q2,Online,Online Store,Bluetooth Speaker Mini,Electronics,1,69.99,5,66.49,49.99
2024-09-25,September,9,2024,Q3,West,Vancouver Flagship,Wireless Headphones Pro,Electronics,3,129.99,0,389.97,254.97
2023-06-26,June,6,2023,Q2,West,Calgary Centre,Wireless Headphones Pro,Electronics,2,129.99,5,246.98,169.98
2024-09-17,September,9,2024,Q3,Central,Saskatoon Outlet,Laptop Stand Aluminum,Electronics,2,49.99,20,79.98,75.98
2023-04-19,April,4,2023,Q2,East,Montreal Hub,Office Chair Ergonomic,Furniture,10,249.99,20,1999.92,1649.9
2024-09-22,September,9,2024,Q3,East,Toronto Downtown,Protein Powder Vanilla,Health,4,54.99,5,208.96,147.96
2023-12-12,December,12,2023,Q4,West,Calgary Centre,Yoga Mat Premium,Health,2,39.99,15,67.98,63.98
2024-08-12,August,8,2024,Q3,West,Calgary Centre,Laptop Stand Aluminum,Electronics,4,49.99,20,159.97,151.96
2023-02-16,February,2,2023,Q1,West,Calgary Centre,Laptop Stand Aluminum,Electronics,2,49.99,0,99.98,75.98
2023-10-08,October,10,2023,Q4,East,Montreal Hub,Laptop Stand Aluminum,Electronics,3,49.99,15,127.47,113.97
2024-01-14,January,1,2024,Q1,East,Montreal Hub,Laptop Stand Aluminum,Electronics,4,49.99,10,179.96,151.96
2023-02-11,February,2,2023,Q1,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,10,49.99,5,474.91,379.9
2023-06-11,June,6,2023,Q2,East,Montreal Hub,Wireless Headphones Pro,Electronics,2,129.99,0,259.98,169.98
2023-01-08,January,1,2023,Q1,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,10,49.99,0,499.9,379.9
2024-03-02,March,3,2024,Q1,Online,Online Store,Bluetooth Speaker Mini,Electronics,3,69.99,0,209.97,149.97
2023-05-27,May,5,2023,Q2,Central,Saskatoon Outlet,Running Shoes Men,Footwear,8,99.99,5,759.92,519.92
2023-09-02,September,9,2023,Q3,Central,Saskatoon Outlet,Laptop Stand Aluminum,Electronics,1,49.99,10,44.99,37.99
2023-07-04,July,7,2023,Q3,Central,Saskatoon Outlet,Bluetooth Speaker Mini,Electronics,2,69.99,15,118.98,99.98
2023-11-05,November,11,2023,Q4,East,Montreal Hub,Coffee Maker Deluxe,Appliances,1,119.99,10,107.99,79.99
2023-08-30,August,8,2023,Q3,East,Toronto Downtown,Protein Powder Vanilla,Health,9,54.99,0,494.91,332.91
2024-09-25,September,9,2024,Q3,Central,Saskatoon Outlet,Coffee Maker Deluxe,Appliances,9,119.99,0,1079.91,719.91
2024-04-20,April,4,2024,Q2,West,Calgary Centre,Protein Powder Vanilla,Health,1,54.99,0,54.99,36.99
2023-04-26,April,4,2023,Q2,Online,Online Store,Laptop Stand Aluminum,Electronics,8,49.99,5,379.92,303.92
2023-06-30,June,6,2023,Q2,Online,Online Store,Laptop Stand Aluminum,Electronics,1,49.99,0,49.99,37.99
2024-10-22,October,10,2024,Q4,West,Calgary Centre,Coffee Maker Deluxe,Appliances,4,119.99,5,455.96,319.96
2023-09-15,September,9,2023,Q3,Central,Saskatoon Outlet,Coffee Maker Deluxe,Appliances,8,119.99,0,959.92,639.92
2023-04-17,April,4,2023,Q2,Central,Saskatoon Outlet,Wireless Headphones Pro,Electronics,3,129.99,0,389.97,254.97
2023-01-30,January,1,2023,Q1,Central,Saskatoon Outlet,Bluetooth Speaker Mini,Electronics,2,69.99,0,139.98,99.98
2023-08-29,August,8,2023,Q3,Central,Saskatoon Outlet,Bluetooth Speaker Mini,Electronics,10,69.99,0,699.9,499.9
2024-03-05,March,3,2024,Q1,Online,Online Store,Protein Powder Vanilla,Health,6,54.99,0,329.94,221.94
2023-04-23,April,4,2023,Q2,West,Vancouver Flagship,Coffee Maker Deluxe,Appliances,2,119.99,0,239.98,159.98
2024-02-27,February,2,2024,Q1,East,Montreal Hub,Protein Powder Vanilla,Health,4,54.99,0,219.96,147.96
2024-04-27,April,4,2024,Q2,East,Toronto Downtown,Bluetooth Speaker Mini,Electronics,7,69.99,0,489.93,349.93
2023-08-10,August,8,2023,Q3,West,Vancouver Flagship,Bluetooth Speaker Mini,Electronics,7,69.99,0,489.93,349.93
2023-05-20,May,5,2023,Q2,Online,Online Store,Bluetooth Speaker Mini,Electronics,4,69.99,15,237.97,199.96
2024-01-03,January,1,2024,Q1,West,Vancouver Flagship,Running Shoes Men,Footwear,6,99.99,0,599.94,389.94
2023-02-02,February,2,2023,Q1,West,Calgary Centre,Wireless Headphones Pro,Electronics,3,129.99,0,389.97,254.97
2024-04-21,April,4,2024,Q2,East,Montreal Hub,Bluetooth Speaker Mini,Electronics,3,69.99,20,167.98,149.97
2023-12-18,December,12,2023,Q4,West,Calgary Centre,Protein Powder Vanilla,Health,10,54.99,0,549.9,369.9
2024-10-15,October,10,2024,Q4,Central,Saskatoon Outlet,Laptop Stand Aluminum,Electronics,9,49.99,20,359.93,341.91
2023-08-24,August,8,2023,Q3,East,Montreal Hub,Office Chair Ergonomic,Furniture,9,249.99,5,2137.41,1484.91
2023-08-10,August,8,2023,Q3,East,Montreal Hub,Bluetooth Speaker Mini,Electronics,5,69.99,0,349.95,249.95
2024-03-14,March,3,2024,Q1,West,Vancouver Flagship,Protein Powder Vanilla,Health,6,54.99,5,313.44,221.94
2024-08-16,August,8,2024,Q3,Central,Saskatoon Outlet,Protein Powder Vanilla,Health,3,54.99,10,148.47,110.97
2023-01-06,January,1,2023,Q1,East,Toronto Downtown,Yoga Mat Premium,Health,1,39.99,5,37.99,31.99
2024-05-31,May,5,2024,Q2,East,Montreal Hub,Wireless Headphones Pro,Electronics,9,129.99,5,1111.41,764.91
2024-05-05,May,5,2024,Q2,East,Montreal Hub,Office Chair Ergonomic,Furniture,8,249.99,0,1999.92,1319.92
2023-03-27,March,3,2023,Q1,Online,Online Store,Wireless Headphones Pro,Electronics,7,129.99,0,909.93,594.93
2023-05-16,May,5,2023,Q2,West,Calgary Centre,Coffee Maker Deluxe,Appliances,4,119.99,15,407.97,319.96
2023-04-03,April,4,2023,Q2,East,Montreal Hub,Wireless Headphones Pro,Electronics,5,129.99,0,649.95,424.95
2024-12-21,December,12,2024,Q4,Central,Saskatoon Outlet,Bluetooth Speaker Mini,Electronics,10,69.99,0,699.9,499.9
2024-04-10,April,4,2024,Q2,West,Vancouver Flagship,Bluetooth Speaker Mini,Electronics,7,69.99,0,489.93,349.93
2024-01-15,January,1,2024,Q1,Online,Online Store,Bluetooth Speaker Mini,Electronics,1,69.99,20,55.99,49.99
2024-10-04,October,10,2024,Q4,East,Montreal Hub,Office Chair Ergonomic,Furniture,6,249.99,10,1349.95,989.94
2023-02-03,February,2,2023,Q1,East,Montreal Hub,Running Shoes Men,Footwear,5,99.99,15,424.96,324.95
2024-09-19,September,9,2024,Q3,Online,Online Store,Protein Powder Vanilla,Health,2,54.99,10,98.98,73.98
2023-12-10,December,12,2023,Q4,Central,Saskatoon Outlet,Wireless Headphones Pro,Electronics,6,129.99,0,779.94,509.94
2023-04-24,April,4,2023,Q2,West,Calgary Centre,Yoga Mat Premium,Health,8,39.99,10,287.93,255.92
2023-02-11,February,2,2023,Q1,West,Calgary Centre,Coffee Maker Deluxe,Appliances,3,119.99,15,305.97,239.97
2024-07-26,July,7,2024,Q3,Central,Saskatoon Outlet,Office Chair Ergonomic,Furniture,4,249.99,0,999.96,659.96
2023-12-09,December,12,2023,Q4,Central,Saskatoon Outlet,Protein Powder Vanilla,Health,2,54.99,15,93.48,73.98
2024-05-04,May,5,2024,Q2,Online,Online Store,Protein Powder Vanilla,Health,4,54.99,0,219.96,147.96
2023-12-28,December,12,2023,Q4,Central,Saskatoon Outlet,Running Shoes Men,Footwear,7,99.99,0,699.93,454.93
2023-02-25,February,2,2023,Q1,West,Calgary Centre,Office Chair Ergonomic,Furniture,6,249.99,5,1424.94,989.94
2024-05-12,May,5,2024,Q2,East,Montreal Hub,Office Chair Ergonomic,Furniture,9,249.99,15,1912.42,1484.91
2024-06-29,June,6,2024,Q2,East,Montreal Hub,Running Shoes Men,Footwear,10,99.99,0,999.9,649.9
2024-11-20,November,11,2024,Q4,West,Vancouver Flagship,Office Chair Ergonomic,Furniture,8,249.99,0,1999.92,1319.92
2023-03-24,March,3,2023,Q1,West,Vancouver Flagship,Yoga Mat Premium,Health,5,39.99,0,199.95,159.95
2023-04-22,April,4,2023,Q2,West,Calgary Centre,Laptop Stand Aluminum,Electronics,2,49.99,15,84.98,75.98
2023-06-01,June,6,2023,Q2,West,Vancouver Flagship,Bluetooth Speaker Mini,Electronics,4,69.99,10,251.96,199.96
2024-10-04,October,10,2024,Q4,West,Calgary Centre,Wireless Headphones Pro,Electronics,7,129.99,15,773.44,594.93
2024-07-08,July,7,2024,Q3,East,Montreal Hub,Laptop Stand Aluminum,Electronics,6,49.99,5,284.94,227.94
2024-03-30,March,3,2024,Q1,West,Calgary Centre,Wireless Headphones Pro,Electronics,4,129.99,0,519.96,339.96
2023-01-23,January,1,2023,Q1,Central,Saskatoon Outlet,Protein Powder Vanilla,Health,6,54.99,5,313.44,221.94
2024-08-15,August,8,2024,Q3,Online,Online Store,Coffee Maker Deluxe,Appliances,6,119.99,5,683.94,479.94
2024-08-30,August,8,2024,Q3,East,Montreal Hub,Bluetooth Speaker Mini,Electronics,5,69.99,10,314.95,249.95
2023-05-16,May,5,2023,Q2,West,Vancouver Flagship,Running Shoes Men,Footwear,5,99.99,0,499.95,324.95
2024-05-10,May,5,2024,Q2,West,Calgary Centre,Coffee Maker Deluxe,Appliances,1,119.99,0,119.99,79.99
2023-12-28,December,12,2023,Q4,East,Montreal Hub,Running Shoes Men,Footwear,3,99.99,10,269.97,194.97
2023-06-14,June,6,2023,Q2,West,Vancouver Flagship,Running Shoes Men,Footwear,3,99.99,20,239.98,194.97
2024-12-26,December,12,2024,Q4,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,4,49.99,0,199.96,151.96
2023-02-12,February,2,2023,Q1,Central,Saskatoon Outlet,Coffee Maker Deluxe,Appliances,3,119.99,5,341.97,239.97
2023-09-24,September,9,2023,Q3,West,Vancouver Flagship,Coffee Maker Deluxe,Appliances,4,119.99,10,431.96,319.96
2024-12-25,December,12,2024,Q4,Online,Online Store,Wireless Headphones Pro,Electronics,6,129.99,0,779.94,509.94
2023-06-01,June,6,2023,Q2,East,Montreal Hub,Coffee Maker Deluxe,Appliances,9,119.99,0,1079.91,719.91
2024-06-30,June,6,2024,Q2,East,Toronto Downtown,Running Shoes Men,Footwear,1,99.99,5,94.99,64.99
2024-05-26,May,5,2024,Q2,East,Montreal Hub,Laptop Stand Aluminum,Electronics,6,49.99,0,299.94,227.94
2023-01-05,January,1,2023,Q1,Online,Online Store,Coffee Maker Deluxe,Appliances,5,119.99,5,569.95,399.95
2023-10-24,October,10,2023,Q4,Central,Saskatoon Outlet,Laptop Stand Aluminum,Electronics,8,49.99,0,399.92,303.92
2024-12-06,December,12,2024,Q4,Online,Online Store,Office Chair Ergonomic,Furniture,8,249.99,0,1999.92,1319.92
2023-05-23,May,5,2023,Q2,West,Calgary Centre,Office Chair Ergonomic,Furniture,1,249.99,5,237.49,164.99
2024-09-24,September,9,2024,Q3,East,Montreal Hub,Protein Powder Vanilla,Health,6,54.99,0,329.94,221.94
2023-12-01,December,12,2023,Q4,Central,Saskatoon Outlet,Wireless Headphones Pro,Electronics,4,129.99,10,467.96,339.96
2024-06-23,June,6,2024,Q2,West,Calgary Centre,Protein Powder Vanilla,Health,4,54.99,0,219.96,147.96
2023-03-27,March,3,2023,Q1,Online,Online Store,Bluetooth Speaker Mini,Electronics,2,69.99,10,125.98,99.98
2024-02-08,February,2,2024,Q1,East,Montreal Hub,Protein Powder Vanilla,Health,6,54.99,10,296.95,221.94
2024-09-11,September,9,2024,Q3,Online,Online Store,Wireless Headphones Pro,Electronics,6,129.99,5,740.94,509.94
2023-06-01,June,6,2023,Q2,West,Calgary Centre,Yoga Mat Premium,Health,7,39.99,0,279.93,223.93
2023-01-13,January,1,2023,Q1,West,Calgary Centre,Running Shoes Men,Footwear,6,99.99,0,599.94,389.94
2024-04-01,April,4,2024,Q2,West,Vancouver Flagship,Office Chair Ergonomic,Furniture,8,249.99,15,1699.93,1319.92
2024-03-01,March,3,2024,Q1,West,Calgary Centre,Bluetooth Speaker Mini,Electronics,3,69.99,20,167.98,149.97
2024-03-10,March,3,2024,Q1,West,Vancouver Flagship,Yoga Mat Premium,Health,10,39.99,10,359.91,319.9
2023-03-30,March,3,2023,Q1,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,5,49.99,5,237.45,189.95
2024-06-21,June,6,2024,Q2,East,Toronto Downtown,Coffee Maker Deluxe,Appliances,10,119.99,20,959.92,799.9
2024-01-20,January,1,2024,Q1,East,Toronto Downtown,Office Chair Ergonomic,Furniture,7,249.99,15,1487.44,1154.93
2023-10-07,October,10,2023,Q4,West,Vancouver Flagship,Yoga Mat Premium,Health,9,39.99,5,341.91,287.91
2024-12-28,December,12,2024,Q4,West,Vancouver Flagship,Laptop Stand Aluminum,Electronics,3,49.99,20,119.98,113.97
2024-01-26,January,1,2024,Q1,Central,Saskatoon Outlet,Running Shoes Men,Footwear,8,99.99,0,799.92,519.92
2023-11-06,November,11,2023,Q4,East,Montreal Hub,Running Shoes Men,Footwear,9,99.99,15,764.92,584.91
2024-04-19,April,4,2024,Q2,East,Toronto Downtown,Protein Powder Vanilla,Health,1,54.99,0,54.99,36.99
2023-09-26,September,9,2023,Q3,Online,Online Store,Running Shoes Men,Footwear,8,99.99,0,799.92,519.92
2024-10-31,October,10,2024,Q4,East,Montreal Hub,Running Shoes Men,Footwear,3,99.99,5,284.97,194.97
2024-12-05,December,12,2024,Q4,East,Toronto Downtown,Protein Powder Vanilla,Health,2,54.99,20,87.98,73.98
2023-10-11,October,10,2023,Q4,East,Toronto Downtown,Bluetooth Speaker Mini,Electronics,10,69.99,15,594.91,499.9
2024-01-06,January,1,2024,Q1,Central,Saskatoon Outlet,Bluetooth Speaker Mini,Electronics,7,69.99,20,391.94,349.93
2023-09-22,September,9,2023,Q3,Online,Online Store,Bluetooth Speaker Mini,Electronics,2,69.99,0,139.98,99.98
2024-06-08,June,6,2024,Q2,West,Calgary Centre,Wireless Headphones Pro,Electronics,3,129.99,10,350.97,254.97
2023-03-01,March,3,2023,Q1,West,Calgary Centre,Laptop Stand Aluminum,Electronics,8,49.99,15,339.93,303.92
2023-05-19,May,5,2023,Q2,West,Vancouver Flagship,Coffee Maker Deluxe,Appliances,1,119.99,0,119.99,79.99
2024-01-05,January,1,2024,Q1,Online,Online Store,Yoga Mat Premium,Health,6,39.99,0,239.94,191.94
2023-10-24,October,10,2023,Q4,Central,Saskatoon Outlet,Running Shoes Men,Footwear,2,99.99,10,179.98,129.98
2023-07-18,July,7,2023,Q3,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,10,49.99,20,399.92,379.9
2023-06-21,June,6,2023,Q2,West,Calgary Centre,Coffee Maker Deluxe,Appliances,5,119.99,0,599.95,399.95
2024-12-02,December,12,2024,Q4,East,Toronto Downtown,Coffee Maker Deluxe,Appliances,9,119.99,10,971.92,719.91
2023-12-27,December,12,2023,Q4,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,3,49.99,10,134.97,113.97
2023-10-16,October,10,2023,Q4,East,Montreal Hub,Coffee Maker Deluxe,Appliances,7,119.99,0,839.93,559.93
2023-06-16,June,6,2023,Q2,West,Vancouver Flagship,Office Chair Ergonomic,Furniture,3,249.99,10,674.97,494.97
2023-08-15,August,8,2023,Q3,Central,Saskatoon Outlet,Protein Powder Vanilla,Health,10,54.99,15,467.41,369.9
2024-06-22,June,6,2024,Q2,East,Montreal Hub,Office Chair Ergonomic,Furniture,8,249.99,0,1999.92,1319.92
2023-04-30,April,4,2023,Q2,East,Toronto Downtown,Laptop Stand Aluminum,Electronics,8,49.99,0,399.92,303.92
2023-11-16,November,11,2023,Q4,West,Vancouver Flagship,Coffee Maker Deluxe,Appliances,8,119.99,10,863.93,639.92
2024-06-19,June,6,2024,Q2,West,Vancouver Flagship,Coffee Maker Deluxe,Appliances,5,119.99,0,599.95,399.95
2023-05-02,May,5,2023,Q2,West,Vancouver Flagship,Protein Powder Vanilla,Health,3,54.99,15,140.22,110.97
2023-08-21,August,8,2023,Q3,West,Vancouver Flagship,Running Shoes Men,Footwear,4,99.99,0,399.96,259.96
2023-03-22,March,3,2023,Q1,Online,Online Store,Yoga Mat Premium,Health,2,39.99,0,79.98,63.98
2023-01-20,January,1,2023,Q1,East,Montreal Hub,Bluetooth Speaker Mini,Electronics,1,69.99,0,69.99,49.99
2023-04-21,April,4,2023,Q2,Online,Online Store,Wireless Headphones Pro,Electronics,9,129.99,10,1052.92,764.91
2023-03-02,March,3,2023,Q1,East,Toronto Downtown,Bluetooth Speaker Mini,Electronics,5,69.99,0,349.95,249.95
2023-03-09,March,3,2023,Q1,Online,Online Store,Running Shoes Men,Footwear,1,99.99,20,79.99,64.99
2023-04-09,April,4,2023,Q2,Central,Saskatoon Outlet,Office Chair Ergonomic,Furniture,4,249.99,10,899.96,659.96
2023-07-24,July,7,2023,Q3,Online,Online Store,Laptop Stand Aluminum,Electronics,6,49.99,0,299.94,227.94
2023-04-03,April,4,2023,Q2,Online,Online Store,Laptop Stand Aluminum,Electronics,5,49.99,10,224.96,189.95
2023-12-23,December,12,2023,Q4,West,Vancouver Flagship,Coffee Maker Deluxe,Appliances,9,119.99,20,863.93,719.91
2024-09-19,September,9,2024,Q3,Central,Saskatoon Outlet,Protein Powder Vanilla,Health,10,54.99,0,549.9,369.9
2023-04-12,April,4,2023,Q2,Central,Saskatoon Outlet,Wireless Headphones Pro,Electronics,4,129.99,15,441.97,339.96
2023-07-16,July,7,2023,Q3,West,Vancouver Flagship,Running Shoes Men,Footwear,9,99.99,0,899.91,584.91
2023-04-12,April,4,2023,Q2,Central,Saskatoon Outlet,Protein Powder Vanilla,Health,8,54.99,0,439.92,295.92
2024-12-15,December,12,2024,Q4,East,Montreal Hub,Laptop Stand Aluminum,Electronics,2,49.99,0,99.98,75.98
2023-12-30,December,12,2023,Q4,East,Montreal Hub,Yoga Mat Premium,Health,4,39.99,10,143.96,127.96
2023-08-22,August,8,2023,Q3,East,Toronto Downtown,Yoga Mat Premium,Health,6,39.99,0,239.94,191.94
2024-04-22,April,4,2024,Q2,Central,Saskatoon Outlet,Office Chair Ergonomic,Furniture,3,249.99,5,712.47,494.97
2024-01-05,January,1,2024,Q1,Central,Saskatoon Outlet,Running Shoes Men,Footwear,1,99.99,0,99.99,64.99
2023-12-02,December,12,2023,Q4,East,Toronto Downtown,Bluetooth Speaker Mini,Electronics,7,69.99,0,489.93,349.93
2024-04-12,April,4,2024,Q2,Online,Online Store,Running Shoes Men,Footwear,8,99.99,0,799.92,519.92
2024-07-21,July,7,2024,Q3,West,Calgary Centre,Yoga Mat Premium,Health,7,39.99,0,279.93,223.93
2023-03-13,March,3,2023,Q1,Online,Online Store,Bluetooth Speaker Mini,Electronics,6,69.99,0,419.94,299.94
2023-01-14,January,1,2023,Q1,Online,Online Store,Bluetooth Speaker Mini,Electronics,2,69.99,5,132.98,99.98
2024-03-24,March,3,2024,Q1,East,Toronto Downtown,Office Chair Ergonomic,Furniture,3,249.99,5,712.47,494.97
2024-02-15,February,2,2024,Q1,Online,Online Store,Office Chair Ergonomic,Furniture,3,249.99,0,749.97,494.97
2024-01-08,January,1,2024,Q1,West,Calgary Centre,Protein Powder Vanilla,Health,4,54.99,10,197.96,147.96
2024-02-18,February,2,2024,Q1,West,Vancouver Flagship,Office Chair Ergonomic,Furniture,7,249.99,15,1487.44,1154.93
2024-05-26,May,5,2024,Q2,Online,Online Store,Running Shoes Men,Footwear,10,99.99,10,899.91,649.9
2023-10-07,October,10,2023,Q4,West,Calgary Centre,Yoga Mat Premium,Health,8,39.99,15,271.93,255.92
2024-09-09,September,9,2024,Q3,East,Montreal Hub,Yoga Mat Premium,Health,9,39.99,0,359.91,287.91
2023-05-31,May,5,2023,Q2,East,Toronto Downtown,Bluetooth Speaker Mini,Electronics,2,69.99,0,139.98,99.98
2024-05-16,May,5,2024,Q2,West,Vancouver Flagship,Bluetooth Speaker Mini,Electronics,3,69.99,0,209.97,149.97
2023-04-12,April,4,2023,Q2,East,Toronto Downtown,Wireless Headphones Pro,Electronics,8,129.99,15,883.93,679.92
2023-01-28,January,1,2023,Q1,East,Montreal Hub,Laptop Stand Aluminum,Electronics,10,49.99,15,424.92,379.9
2023-12-01,December,12,2023,Q4,West,Calgary Centre,Laptop Stand Aluminum,Electronics,10,49.99,10,449.91,379.9
2023-04-09,April,4,2023,Q2,Online,Online Store,Office Chair Ergonomic,Furniture,9,249.99,20,1799.93,1484.91
2024-05-19,May,5,2024,Q2,West,Vancouver Flagship,Bluetooth Speaker Mini,Electronics,5,69.99,15,297.46,249.95
2024-05-24,May,5,2024,Q2,Central,Saskatoon Outlet,Bluetooth Speaker Mini,Electronics,5,69.99,10,314.95,249.95
2023-12-18,December,12,2023,Q4,East,Toronto Downtown,Wireless Headphones Pro,Electronics,7,129.99,0,909.93,594.93
2024-01-28,January,1,2024,Q1,West,Calgary Centre,Bluetooth Speaker Mini,Electronics,7,69.99,5,465.43,349.93
2024-04-15,April,4,2024,Q2,East,Toronto Downtown,Wireless Headphones Pro,Electronics,3,129.99,10,350.97,254.97
2024-11-06,November,11,2024,Q4,Online,Online Store,Running Shoes Men,Footwear,3,99.99,5,284.97,194.97
2024-03-17,March,3,2024,Q1,West,Calgary Centre,Laptop Stand Aluminum,Electronics,7,49.99,5,332.43,265.93
2023-04-23,April,4,2023,Q2,Online,Online Store,Bluetooth Speaker Mini,Electronics,9,69.99,15,535.42,449.91
2024-07-06,July,7,2024,Q3,East,Montreal Hub,Bluetooth Speaker Mini,Electronics,9,69.99,20,503.93,449.91
2023-06-10,June,6,2023,Q2,East,Montreal Hub,Wireless Headphones Pro,Electronics,5,129.99,5,617.45,424.95
2024-08-28,August,8,2024,Q3,Central,Saskatoon Outlet,Yoga Mat Premium,Health,6,39.99,20,191.95,191.94
2023-10-19,October,10,2023,Q4,East,Toronto Downtown,Coffee Maker Deluxe,Appliances,1,119.99,10,107.99,79.99
2023-02-16,February,2,2023,Q1,West,Calgary Centre,Laptop Stand Aluminum,Electronics,6,49.99,20,239.95,227.94
2024-08-20,August,8,2024,Q3,Online,Online Store,Wireless Headphones Pro,Electronics,6,129.99,5,740.94,509.94
2023-04-10,April,4,2023,Q2,West,Calgary Centre,Yoga Mat Premium,Health,6,39.99,5,227.94,191.94
2023-12-26,December,12,2023,Q4,Online,Online Store,Wireless Headphones Pro,Electronics,4,129.99,0,519.96,339.96
2023-08-29,August,8,2023,Q3,Central,Saskatoon Outlet,Running Shoes Men,Footwear,2,99.99,15,169.98,129.98
2023-03-09,March,3,2023,Q1,East,Toronto Downtown,Running Shoes Men,Footwear,6,99.99,0,599.94,389.94
2023-01-21,January,1,2023,Q1,East,Toronto Downtown,Coffee Maker Deluxe,Appliances,8,119.99,15,815.93,639.92
2024-03-08,March,3,2024,Q1,West,Calgary Centre,Yoga Mat Premium,Health,1,39.99,15,33.99,31.99
2024-04-25,April,4,2024,Q2,West,Calgary Centre,Wireless Headphones Pro,Electronics,7,129.99,10,818.94,594.93
2024-02-04,February,2,2024,Q1,Central,Saskatoon Outlet,Coffee Maker Deluxe,Appliances,2,119.99,20,191.98,159.98
2024-05-15,May,5,2024,Q2,Online,Online Store,Office Chair Ergonomic,Furniture,4,249.99,0,999.96,659.96
2024-05-23,May,5,2024,Q2,West,Vancouver Flagship,Coffee Maker Deluxe,Appliances,10,119.99,0,1199.9,799.9
2024-01-08,January,1,2024,Q1,West,Vancouver Flagship,Yoga Mat Premium,Health,8,39.99,15,271.93,255.92
2023-03-19,March,3,2023,Q1,West,Calgary Centre,Protein Powder Vanilla,Health,5,54.99,0,274.95,184.95
2023-11-01,November,11,2023,Q4,West,Vancouver Flagship,Yoga Mat Premium,Health,10,39.99,15,339.92,319.9
2023-04-05,April,4,2023,Q2,Central,Saskatoon Outlet,Office Chair Ergonomic,Furniture,6,249.99,0,1499.94,989.94
2023-03-10,March,3,2023,Q1,East,Montreal Hub,Bluetooth Speaker Mini,Electronics,4,69.99,0,279.96,199.96
2023-03-20,March,3,2023,Q1,Central,Saskatoon Outlet,Running Shoes Men,Footwear,5,99.99,5,474.95,324.95
2024-11-10,November,11,2024,Q4,West,Vancouver Flagship,Coffee Maker Deluxe,Appliances,7,119.99,5,797.93,559.93
2023-09-15,September,9,2023,Q3,Online,Online Store,Bluetooth Speaker Mini,Electronics,9,69.99,0,629.91,449.91
